Composition,Bandgap,theory_data,expt_data,Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,ML PBE bandgap,cost,pbe_values
ZrBr3,0,1,0,-0.131951948,-1.146811994,-0.81116691,-2.135642129,0.422198774,-0.522949972,-0.439714765,0.401410988,1.646636794,1.116107613,-1.001834534,0.630254253,1.113703857,-0.362604448,-0.973396896,0.162075502,0.553146902,-0.968167969,5.631786938,2.343821692,0,0.1,0
H4BrN,4.4359,1,0,-1.104154362,0.753986299,-0.821783203,-2.926028823,1.775972369,-0.830974339,-1.092750916,1.777207004,-0.514586141,1.927377323,-0.550642533,2.014617029,-0.624315779,3.761876197,-0.992352508,-0.734807902,0.879571851,1.714569541,5.188474573,0.081572734,0,0.1,4.4359
Li3RuO4,0,1,0,-0.758045331,-0.644568542,0.619052704,-0.23152873,0.037617354,0.035227518,2.330741632,0.04186303,-0.784739008,0.304837903,-0.929517064,-0.84563664,0.269522891,-0.362604448,-0.456892105,1.104370723,0.479599559,0.638019802,-0.108827611,0.158575598,0,0.1,0
Re3O8,0,1,0,0.366071179,-0.83352447,0.619425206,-0.8592656,1.1170288,0.981532683,2.429686503,1.113923284,-0.617993937,1.042355821,-0.038885889,0.698900341,0.492982558,-0.362604448,0.728060375,0.059898911,-0.65803369,1.36930712,-0.289927599,0.154348816,0,0.1,0
La(AlGe)2,0,1,0,0.000773074,0.887917886,-0.788444316,0.73561717,-1.407966343,-0.338135351,-0.578237585,-1.401082282,0.349903033,-1.317701517,0.799405494,-0.365114023,-0.102909888,-0.362604448,-0.382067322,-0.655337221,-0.135781323,-0.970681547,-0.291202951,-0.291360313,0,0.1,0
Au3O,0,1,0,2.831231738,0.553088919,0.604525145,0.271444621,0.306119363,-0.074914528,-0.558448611,0.310023571,1.476013931,-0.506431807,0.265759673,1.11077687,-0.301540704,-0.362604448,1.824194865,-0.666690175,0.47825982,-0.166986187,-0.282020417,1.558612139,0,0.1,0
Cr3N2,0,1,0,-0.042627176,1.625571858,-0.383907658,-0.201350329,0.094866991,1.745229461,1.182981124,0.099254447,-0.059591839,-0.019669981,1.212769361,0.355669901,1.039217301,-0.362604448,0.644101137,-0.12174836,-1.876164881,0.315398262,-0.050671559,-0.882976611,0,0.1,0
ZrCo2,0,1,0,1.034391684,1.499195386,-0.808186897,0.637896633,-1.010095554,1.446539166,0.391422154,-1.028420972,0.73664819,-1.317701517,0.373832569,-0.639698376,-1.195379373,-0.362604448,1.054568521,-1.064043582,-1.957900198,-0.972089173,-0.716915458,-0.476850571,0,0.1,0
MoSBr,0.8951,1,0,0.192986768,-0.657446579,-0.691407669,-0.952457199,0.040704702,-0.582065759,-0.696971431,0.043937975,0.622899614,0.845684376,0.670267336,1.190863972,2.479290713,0.117811137,0.36817584,-0.78021972,-0.581657423,-0.969782089,5.971030578,1.627097095,0,0.1,0.8951
C,3.5586,1,0,-0.613543695,1.773926846,-0.821783203,-1.057842092,0.745397887,-0.830974339,-1.092750916,0.748611999,-1.083329019,1.927377323,1.858310831,1.145099914,-1.66712756,-0.362604448,-0.433375745,-1.688456078,-0.539490486,-0.97317418,-0.78705982,0.386655396,0,0.1,3.5586
Sc(MnGe)6,0,1,0,0.47896017,1.162121017,-0.791983081,0.35048329,-0.980674433,0.596420632,0.450789077,-0.973915713,1.305391068,-1.317701517,0.540927724,-0.891400698,-1.120892818,-0.362604448,0.02445326,-0.950514037,-1.450042646,-0.971580801,-0.391955761,-0.572862432,0,0.1,0
Cr3Ga,0,1,0,0.675495028,1.475156383,-0.79421809,0.494189962,-1.45269642,2.389280412,1.182981124,-1.445450331,1.049456773,-1.317701517,1.060271093,0.081085549,-1.66712756,-0.362604448,1.054568521,-1.518161761,-2.174354283,-0.972282154,-0.445265476,-0.595222644,0,0.1,0
Li2ZrF6,6.481,1,0,-1.01301203,-1.101595774,2.520114248,-1.795536339,1.830372353,-0.659227419,-0.439714765,1.820995816,-1.007496635,0.845684376,-2.452161744,-0.982928816,-0.251883,-0.362604448,-0.955961534,1.717430265,1.075211203,1.175700601,0.034777027,2.073803197,0,0.1,6.481
NaI(OF)2,4.2882,1,0,-0.972898607,-1.591533545,2.3984925,-1.795536339,1.535953371,-0.810439381,-1.027447301,1.537643808,-0.514586141,1.38653085,-1.515894014,0.630254253,1.262676968,-0.362604448,-0.957861846,1.774195038,1.307670916,1.176250497,2.554362494,1.734876698,0,0.1,4.2882
PPd3,0,1,0,1.420548693,1.557575821,-0.607222323,0.522931296,-0.371516987,0.401123131,-0.222036048,-0.36862745,1.476013931,-0.506431807,0.796866941,0.836192518,-0.500171519,0.685281895,1.358143356,-1.677103124,-0.603359344,-0.971570753,-0.512093922,-0.482830191,0,0.1,0
Sr2GaGeN,0.0361,1,0,-0.320922543,0.603570824,-0.385397664,1.005785713,-0.800512456,-0.739873799,-0.972038173,-0.794667194,0.281653888,-0.668685749,-0.513992528,0.029600983,1.262676968,3.541336425,-0.997768397,0.684311408,0.516014393,-0.324981198,-0.034347053,-1.972487815,0,0.1,0.0361
Hf3N4,0.9937,1,0,0.357959069,1.35005545,-0.385770166,-0.142225298,0.697056065,-0.350936364,-0.499081688,0.734531505,-0.790832682,0.536629249,0.425774956,0.218377725,0.51781141,-0.362604448,-0.191493179,0.286958001,-1.430479847,0.86815666,-0.354205341,-1.462877736,0,0.1,0.9937
YRh5,0,1,0,1.88510272,1.564444108,-0.816009429,0.748071748,-1.12030009,3.997852108,1.875595224,-1.128318964,1.24851678,-1.317701517,0.924190192,-1.70371274,-0.798117742,-0.362604448,4.534989876,-0.485042903,-1.59797811,-0.97176783,-0.589380255,0.060094914,0,0.1,0
MnSnO3,0.8885,1,0,-0.417027359,-0.698656299,0.590556337,-0.517505006,0.682873019,-0.114117629,0.450789077,0.685920788,-0.059591839,0.629345787,0.217698516,0.870515562,0.145378631,-0.362604448,-0.388908445,0.457252318,-0.080399395,0.959889623,-0.397057169,0.189840469,0,0.1,0.8885
LiCo2(PO4)2,0.5239,1,0,-0.773799172,-0.640011698,0.606760154,-0.799170083,0.912724277,-0.388108535,0.391422154,0.917459028,-0.715833621,1.178512975,-0.141010151,-0.210660325,1.386821228,0.685281895,-0.480737366,1.104370723,0.234103925,1.009434393,-0.078729303,0.253845873,0,0.1,0.5239
CoNi,0,1,0,1.260088611,1.732717127,-0.8210382,0.336112623,-0.903051294,1.987915327,0.411211128,-0.890239051,1.476013931,-1.317701517,0.427700038,-0.056206627,-1.567812152,-0.362604448,2.080736979,-1.654397215,-1.268208289,-0.972802711,-0.626365464,-0.07902278,0,0.1,0
NbO2,0,1,0,-0.445012857,-0.746734304,0.617376447,-0.674624301,0.798231238,-0.358048038,-0.340769894,0.782022151,-0.628334717,0.845684376,-0.477614216,0.458639033,0.219865187,-0.362604448,-0.028609297,0.400487546,-0.611669283,1.174375497,-0.177696621,0.441814342,0,0.1,0
Co2CuO4,0,1,0,-0.174193437,-0.410188265,0.606760154,-0.675992936,0.684414956,0.225109206,0.391422154,0.690982916,0.08665633,0.536629249,-0.265556702,0.641695268,0.195036335,-0.362604448,0.223860721,0.08260482,-0.021233249,0.867310164,-0.157290988,0.31678275,0,0.1,0
PdI2,0.9557,1,0,0.808036747,-0.726129445,-0.681722629,-1.910501677,0.036523412,-0.283375464,-0.222036048,0.039751756,2.329128248,0.845684376,0.009639507,1.28239209,2.206173342,-0.362604448,0.116194474,-1.166220172,0.807220269,-0.96892593,2.8413167,1.771486617,0,0.1,0.9557
LiScMo3O8,1.2329,1,0,-0.505266612,-0.674881461,0.622032716,-0.522811099,0.593442786,-0.563301882,-0.518870662,0.597004688,-0.663334278,0.679270077,-0.214919351,-1.583582086,0.344009447,-0.362604448,-0.000543151,1.104370723,-0.410484367,1.009342303,-0.108827611,0.279416494,0,0.1,1.2329
InHO2,1.7764,1,0,-0.735302448,-0.497758918,-0.821783203,-1.237475431,0.930760297,-0.830974339,-1.092750916,0.933538827,-0.230214702,1.116107613,-0.122856442,1.671386589,0.170207483,4.701427213,-0.997768397,0.196134365,0.791988066,1.444090668,-0.450621955,0.001519043,0,0.1,1.7764
Cu3Pt,0,1,0,2.122596801,1.315468722,-0.807441894,0.443892627,-0.761081921,1.082510368,0.114376514,-0.761899116,2.243816816,-1.317701517,0.238685135,0.218377725,-1.418839041,-0.362604448,1.781437845,-1.257043808,-0.180912532,-0.972500473,-0.605959832,0.646585825,0,0.1,0
CuNiSb2,0,1,0,0.950307593,1.083664052,-0.811539411,0.767232638,-0.708451151,0.699813426,0.411211128,-0.709803161,2.158505384,-1.317701517,0.86984975,0.664577297,-1.493325597,-0.362604448,0.729615175,-1.518161761,-0.182009646,-0.971100898,-0.579177439,0.174683962,0,0.1,0
NbFeO4,1.0961,1,0,-0.477725281,-0.702090442,0.617376447,-0.760848304,0.875455447,-0.0842486,0.529944974,0.871268072,-0.514586141,0.845684376,-0.356784101,0.184054681,0.443324855,-0.362604448,-0.028609297,0.400487546,-0.447549934,1.174195703,-0.177696621,0.266086728,0,0.1,1.0961
NbRu3,0,1,0,1.969609816,1.799682921,-0.820106946,0.645081967,-1.136911803,4.368103621,2.330741632,-1.147929186,1.049456773,-1.317701517,1.446426017,-0.605375332,-1.617469856,-0.362604448,2.551064189,-1.007278809,-2.761710973,-0.972160131,-0.71819081,0.155280705,0,0.1,0
LaNiSn,0,1,0,0.851371309,0.990942184,-0.790493075,1.21272332,-1.322233697,0.513131992,0.411211128,-1.314885121,1.077893917,-1.317701517,1.217859787,-0.616816346,-0.500171519,-0.362604448,0.518680548,-0.712101993,-0.45136693,-0.970345697,-0.654423209,-0.027768892,0,0.1,0
CrO2,0.1346,1,0,-0.579434601,-0.684919726,0.621846466,-0.799170083,0.780079903,0.600249994,1.182981124,0.783217768,-0.514586141,0.845684376,0.001944572,0.527285121,0.269522891,-0.362604448,-0.085618656,0.332369819,-0.504816157,1.174034139,-0.018277617,0.285612018,0,0.1,0.1346
MnCoSi,0,1,0,0.506950841,1.464853953,-0.786209307,0.245098398,-0.871043359,1.073176296,0.450789077,-0.861285928,0.281653888,-1.317701517,1.484285042,0.161172652,-0.649144631,-0.362604448,1.282605956,-1.291102671,-1.653790829,-0.972206598,0.020238014,-0.410464584,0,0.1,0
SnB,0,1,0,0.126715908,1.207293209,-0.789561821,0.221147286,-0.867802049,-0.494947757,-0.736549379,-0.861879054,0.622899614,-1.317701517,2.316311979,1.076453826,-0.475342667,-0.362604448,2.234662248,-1.597632442,-0.299235298,-0.97173453,1.241132511,-0.320648248,0,0.1,0
Li2AlFeO4,3.059,1,0,-0.840214147,-0.554422282,0.608995163,-0.303382066,0.101977614,-0.287731364,0.529944974,0.108352568,-0.827394724,0.304837903,-0.62378647,-0.433760111,0.468153706,-0.362604448,-0.424824341,1.104370723,0.377523812,0.637873792,-0.12668254,-0.025938396,0,0.1,3.059
Mg3ZnC,0,1,0,-0.42663167,0.846708167,-0.76739798,0.73561717,-0.446853133,-0.129052144,-0.241825023,-0.441538234,-0.400837566,-0.668685749,0.124547541,0.756105415,-0.227054148,-0.362604448,-0.183674753,-0.280689723,0.96265757,-0.971455991,1.364841657,-3.066977968,0,0.1,0
MgPPt5,0,1,0,3.14077101,1.576708905,-0.601634801,0.658426158,-0.300202382,0.886494861,0.114376514,-0.314678032,1.11039351,-0.854118826,1.325133373,0.756105415,-0.301540704,0.685281895,1.948801035,-0.587219494,-0.673334167,-0.971528727,-0.527398147,0.411968541,0,0.1,0
PbO2,0,1,0,-0.184629479,-1.083280343,0.577332533,-0.377630513,0.881694968,-0.761279937,-0.98193266,0.884692226,0.054156737,0.845684376,0.052853792,1.62562253,-1.145721669,-0.362604448,-0.735525346,-0.428278131,0.570413647,1.175088303,-0.190450141,0.510152858,0,0.1,0
Cu2SiS3,1.3219,1,0,-0.02650608,-0.348373686,-0.696250188,-0.056685613,-0.261401587,-0.233593748,-0.142880151,-0.25637176,0.054156737,0.304837903,1.071746545,1.122217884,-0.500171519,0.55889068,0.15125523,-0.916455174,0.189891467,-0.971088051,-0.219528167,0.96670296,0,0.1,1.3219
YNi2,0,1,0,0.844227216,1.361829656,-0.817871937,0.858246863,-1.150444272,1.384312021,0.411211128,-1.168745169,0.850396765,-1.317701517,-0.107283319,-1.635066652,-0.847775446,-0.362604448,1.288306892,-0.905102219,-1.012154902,-0.971532406,-0.728393626,-0.320648248,0,0.1,0
Cr3PdN,0,1,0,0.635408264,1.633813801,-0.383907658,0.201028352,-0.48594333,2.073788787,1.182981124,-0.481122263,0.622899614,-0.668685749,1.110970955,0.275582798,1.039217301,-0.362604448,1.259802212,-0.12174836,-1.988788669,-0.328514491,-0.050671559,-0.686747443,0,0.1,0
TiTe2,0,1,0,0.345926752,-0.829153742,-0.802785625,0.77202286,-0.652903203,0.114878264,-0.222036048,-0.645792401,1.419139643,-1.317701517,0.745459946,0.424315989,-0.77328889,-0.362604448,0.370456215,-1.052690627,-0.306038495,-0.969761614,-0.701611234,0.549691571,0,0.1,0
Mn3TeO6,0.5374,1,0,-0.442689692,-0.877918577,0.59595761,-0.626722077,0.765234703,0.102432835,0.450789077,0.768136452,-0.230214702,0.629345787,0.097548994,1.099335855,0.145378631,-0.063392594,-0.270899072,0.457252318,-0.293629148,0.959755069,-0.3218114,0.113911496,0,0.1,0.5374
KCu4Se3,0,1,0,0.546654606,-0.191261632,-0.699788953,0.637896633,-0.754579043,0.122967793,-0.142880151,-0.748584615,1.902571089,-0.100796952,-0.195018962,-0.571052288,0.840586486,-0.362604448,0.259287965,0.275605047,0.454833373,-0.970267189,-0.128978173,0.621032101,0,0.1,0
Nb2InC,0,1,0,0.632207466,1.330922366,-0.763859216,0.45107796,-0.923349997,-0.121584887,-0.340769894,-0.94610916,0.452276751,-0.506431807,0.94296432,0.412874975,-0.078081036,-0.362604448,0.597068416,-0.609925403,-1.659550954,-0.97163129,1.537014181,-0.147483329,0,0.1,0
PdF4,0.7857,1,0,-0.572383344,-1.184930984,2.508752952,-2.45467094,2.784505943,-0.502415014,-0.222036048,2.783339398,-0.400837566,1.278361555,-2.309226692,1.179422958,0.046063224,-0.362604448,-0.382067322,0.332369819,1.198734523,1.604757653,-0.1080624,2.614002897,0,0.1,0.7857
LuIr,0,1,0,3.317728305,1.289712647,-0.818430689,1.198352653,-1.1235414,3.593375666,3.062933679,-1.154319726,0.281653888,-1.317701517,0.748381597,-0.67402142,-0.798117742,-0.362604448,2.14914821,-0.632631312,-1.320727272,-0.970919317,-0.562597863,0.060094914,0,0.1,0
Sc6FeTe2,0,1,0,-0.051917743,0.276640386,-0.805393136,1.126499317,-1.142070888,0.363786844,0.529944974,-1.127130631,0.12998912,-1.317701517,0.350518466,-0.571052288,-0.624315779,-0.362604448,0.222231882,-0.848337447,-0.971638305,-0.970279641,-0.706712642,-0.569758411,0,0.1,0
RbLiO,2.2574,1,0,-1.056437115,-0.787944023,0.545297402,1.136079762,-0.911397667,-0.778703537,-1.009637224,-0.904960745,-1.083329019,-0.23600857,-1.671709984,-2.035502166,0.443324855,-0.362604448,-0.920805762,1.286017995,1.15415275,0.105912141,0.003658438,-0.194758938,0,0.1,2.2574
CoSO4,1.5519,1,0,-0.740176686,-1.272158222,0.606760154,-0.952457199,1.146331715,-0.364270752,0.391422154,1.150643588,-0.685209004,1.38653085,-0.157747542,1.190863972,1.088875005,1.057362153,-0.462735564,0.08260482,0.314650677,1.174437832,0.064620265,0.633211001,0,0.1,1.5519
WS2,1.6176,1,0,0.927136292,-0.629973433,-0.699788953,-0.003993166,-0.048787864,1.172739728,2.09327394,-0.062542153,-0.628334717,0.845684376,1.372142841,0.630254253,-0.89743315,-0.362604448,0.857316139,-1.43869108,-1.329130467,-0.970648796,-0.586829551,0.845206841,0,0.1,1.6176
Ge2N2O,2.497925,1,0,-0.650208062,0.61593374,0.62035646,-0.764680482,0.950281086,-0.830974339,-1.092750916,0.953110223,0.281653888,0.629345787,0.080857015,1.534094413,1.262676968,3.788315175,-0.997768397,-0.064983588,0.03003605,0.960123444,-0.001953111,-0.329141749,0,0.1,2.497925
LiMgSnAu,0,1,0,0.785405953,0.681869291,-0.76255546,1.11212865,-1.064711625,-0.21305879,-0.558448611,-1.058134545,0.622899614,-1.317701517,0.064729662,-0.450921633,-1.319523633,-0.362604448,0.430316041,0.08260482,0.689944671,-0.970861476,-0.515409838,-0.768973322,0,0.1,0
ScRh,0,1,0,0.925491271,1.248502928,-0.818430689,0.954051311,-1.252383468,2.510623344,1.875595224,-1.241530289,0.452276751,-1.317701517,0.564403821,-1.738035784,-1.468496745,-0.362604448,2.739195074,-0.643984266,-1.448732991,-0.971347178,-0.71819081,-0.393135889,0,0.1,0
NiSnO3,1.7885,1,0,-0.335923107,-0.640962692,0.606015151,-0.551994608,0.701640203,-0.129052144,0.411211128,0.705192382,0.145155597,0.629345787,-0.014264989,1.076453826,0.095720927,-0.362604448,-0.183674753,0.048545957,0.293398483,0.959845555,-0.365173369,0.514936554,0,0.1,1.7885
BaAg5,0,1,0,1.379282158,0.740249726,-0.81861694,1.246254877,-1.167380116,0.132924136,-0.499081688,-1.161017833,1.76038537,-1.317701517,-0.495885924,-1.600743608,-0.996748558,-0.362604448,0.454830066,-0.507748812,0.704874494,-0.970361003,-0.440164068,0.002739374,0,0.1,0
ZrSiS,0,1,0,-0.235564792,0.125538083,-0.696250188,0.283420177,-0.57255113,-0.420275183,-0.439714765,-0.599236709,-0.855831868,-0.23600857,1.215794934,0.664577297,-0.227054148,0.55889068,-0.383777602,-0.269336768,-0.858460502,-0.970633947,-0.102195781,0.470223639,0,0.1,0
MnSn2,0,1,0,0.825614975,0.935995892,-0.821224451,0.963631756,-1.077190668,0.587804565,0.450789077,-1.071197828,1.76038537,-1.317701517,1.803385542,0.389992945,-1.567812152,-0.362604448,0.347652471,-1.222984945,-0.910785016,-0.970882496,-0.701611234,-0.223021796,0,0.1,0
W2N,0,1,0,2.368292582,1.7464537,-0.383162655,0.005587278,0.231812334,3.176453795,2.09327394,0.19938688,-0.173340414,-0.23600857,1.079481972,0.424315989,1.088875005,-0.362604448,2.53681185,-0.916455174,-3.328227343,0.101165655,-0.168003945,-0.852712411,0,0.1,0
SiOs,0.31045,1,0,2.262893621,1.578180681,-0.817126934,0.24988862,-0.582890909,3.313353514,3.300401371,-0.639932162,-0.059591839,-1.317701517,2.171655282,0.492962077,-0.748460038,0.135867024,-0.142628015,-1.347867444,-2.034904536,-0.971757448,-0.186369014,0.379333412,0,0.1,0.31045
V2SiO4,0,1,0,-0.66447694,-0.466115741,0.626130233,-0.667781126,0.562865835,-0.329601343,-0.162669126,0.567607846,-0.790832682,0.536629249,0.146459304,0.687459327,1.163361561,0.135867024,0.028400062,0.366428682,-0.424109242,0.867653908,0.410240664,0.265110464,0,0.1,0
H(CO)2,2.896,1,0,-0.995774392,0.203836549,0.629110245,-1.649913579,1.407208542,-0.830974339,-1.092750916,1.409195831,-1.083329019,1.927377323,0.299371085,1.717150647,1.759254007,4.701427213,-0.772011336,-0.280689723,0.284082161,0.960039545,1.873452046,0.351802753,0,0.1,2.896
KZnPO4,3.958,1,0,-0.855071127,-0.807567699,0.574725022,-0.281826065,0.73685472,-0.59468898,-0.241825023,0.740026323,-0.595835124,1.00021194,-0.448056655,0.012439461,1.659938599,0.685281895,-0.792290379,1.286017995,0.808755551,0.869425584,-0.050416488,0.027585306,0,0.1,3.958
MgPb3,0,1,0,1.270099741,0.506727985,-0.814333173,1.629472668,-1.03092097,-0.515482714,-0.756338354,-1.024335623,1.476013931,-1.317701517,1.190793033,0.973484694,-0.500171519,-0.362604448,-0.215314947,-0.530454721,0.444368418,-0.969753803,-0.76550637,-1.03820267,0,0.1,0
H3Pt,0,1,0,0.23601134,1.361829656,-0.821783203,-2.272163467,1.305010041,-0.261595963,0.114376514,1.30032774,-0.315526134,1.116107613,-0.167972859,1.179422958,0.592297966,4.701427213,-0.014356957,-1.597632442,0.434757819,1.445866462,-0.407515056,0.146860424,0,0.1,0
LuTiGe,0,1,0,0.598226025,0.963469038,-0.816381931,0.858246863,-1.385925436,0.052651119,-0.222036048,-1.378444794,0.395402463,-1.317701517,-0.590756574,-0.410878082,-0.549829223,-0.362604448,-0.097020528,-0.848337447,-0.849830297,-0.970670198,-0.323086752,-0.476850571,0,0.1,0
SrCuSb,0,1,0,0.464368289,0.578844993,-0.800364365,1.452234439,-1.086914598,0.091231949,-0.142880151,-1.085595177,1.191642492,-1.317701517,0.057204706,-0.548170258,-0.351198407,-0.362604448,0.039801934,-0.439631086,0.441781777,-0.969080261,-0.487352093,-1.153890015,0,0.1,0
SeS,0,1,0,-0.295020563,-1.873133292,-0.775220512,-0.095007392,0.18063205,-0.761902208,-1.019531711,0.184783499,0.622899614,1.927377323,0.928543225,1.934529926,-1.145721669,0.542124499,-0.860945936,-1.654397215,0.506318252,-0.969991913,-0.447433575,1.490664128,0,0.1,0
LiBIr,0,1,0,1.151329201,1.258805358,-0.744861638,0.331322401,-0.970227442,1.83483655,3.062933679,-0.987707725,-0.28708899,-1.317701517,0.938021499,-1.097338963,-0.351198407,0.620151728,2.713540862,-0.303395632,-0.62007514,-0.972220148,1.000090977,-0.248404674,0,0.1,0
Ca(AlSi)2,0,1,0,-0.596059468,0.883796914,-0.783601797,0.770106771,-1.310435329,-0.38741925,-0.578237585,-1.303613609,-1.083329019,-1.317701517,1.378503953,-0.525288229,0.170207483,-0.362604448,0.264418807,-0.666690175,0.04084236,-0.97067748,-0.02962825,-0.815028601,0,0.1,0
NbAu2,0,1,0,3.18316556,1.409907661,-0.8089319,0.839085974,-0.575435896,0.314005128,-0.340769894,-0.589197274,1.646636794,-1.317701517,0.436592443,-0.262144891,-1.145721669,-0.362604448,2.479802491,-0.621278357,-0.874829025,-0.97170568,-0.682736024,1.238836695,0,0.1,0
BiF3,4.0229,1,0,-0.56101431,-1.275592366,2.50577294,-2.106900795,2.447936427,-0.718965478,-0.855283225,2.447531084,-0.230214702,1.116107613,-1.76760291,2.003176014,-0.922262002,-0.362604448,-0.865221638,0.536723,1.24544412,1.444601051,-0.049396207,2.600823326,0,0.1,4.0229
ScInO3,2.1982,1,0,-0.669984641,-0.867616147,0.612347677,-0.345057,0.452707603,-0.614423875,-0.518870662,0.458339358,-0.33258842,0.629345787,-0.135551548,-0.182057789,-0.053252184,-0.362604448,-0.80279639,0.672958453,0.348746713,0.960302514,-0.295029007,-0.026597375,0,0.1,2.1982
TiTlCuTe3,0.0089,1,0,0.817013863,-0.461700414,-0.78211179,0.848666418,-0.808891242,0.057629291,-0.142880151,-0.802123659,1.874133945,-1.317701517,0.827613803,0.544446643,0.76609993,-0.362604448,0.393259958,-1.052690627,0.111523231,-0.970082863,-0.547293638,0.39873667,0,0.1,0.0089
LiNi3O4,0,1,0,-0.289778256,-0.268529856,0.606015151,-0.447088737,0.316633362,0.25271139,0.411211128,0.321381091,-0.059591839,0.304837903,-0.574395338,-0.731226493,0.095720927,-0.362604448,0.18018748,1.104370723,0.206203535,0.637503533,-0.210855773,0.347848882,0,0.1,0
CrPO5,1.8518,1,0,-0.889498577,-0.878212932,0.621846466,-1.004465328,1.18241907,-0.217592482,1.182981124,1.184850446,-0.839582071,1.463794632,0.032442286,0.870515562,1.386821228,0.685281895,-0.579971239,0.332369819,0.053114612,1.327764828,-0.018277617,0.355484665,0,0.1,1.8518
He,17.714,1,0,-1.250821626,-1.873133292,-0.821783203,-3.270924835,6.997398483,-0.830974339,-1.092750916,6.989116509,-1.083329019,1.927377323,-1.394317898,2.586667763,-1.66712756,-0.362604448,-0.997768397,-1.688456078,1.024371471,5.478363367,-0.78705982,-1.711825188,0,0.1,17.714
Rb3Na,0,1,0,-0.858604874,-0.523514992,-0.78453305,3.282099391,-2.464471305,-0.800171902,-1.027447301,-2.455524554,-1.083329019,-1.317701517,-2.014893611,-3.934710602,-0.202225296,-0.362604448,-0.938763711,-1.563573579,1.55032634,-0.960953777,-0.426135196,-0.696375852,0,0.1,0
CaAgSb,0,1,0,0.510428886,0.551371847,-0.800736867,1.519297553,-1.044939635,-0.116606715,-0.499081688,-1.043739226,1.191642492,-1.317701517,0.191140025,-0.548170258,-0.698802335,-0.362604448,-0.091319592,-0.496395858,0.564081461,-0.969492733,-0.697912713,-1.059192357,0,0.1,0
LiTiV3O10,1.7758,1,0,-0.811204007,-0.853879574,0.615327689,-0.711029991,0.735998088,-0.360039306,-0.162669126,0.740321006,-0.833082153,0.845684376,-0.538141416,-1.10305947,0.468153706,-0.362604448,-0.312515904,1.104370723,-0.098858238,1.174268101,-0.210855773,0.197552959,0,0.1,1.7758
LiCoF4,1.9285,1,0,-0.807102358,-0.935612183,2.506517943,-1.944033233,1.947599728,-0.338135351,0.391422154,1.950638312,-0.685209004,0.845684376,-2.199068141,-0.662580405,0.021234372,-0.362604448,-0.45332902,1.717430265,1.010447967,1.175362775,0.041153787,2.114643596,0,0.1,1.9285
CsBe2BO3F2,5.884,1,0,-0.998864752,-0.581895428,2.521976756,-0.818330972,1.016155307,0.264223412,1.519393687,1.018867946,-1.083329019,0.485120061,-0.48646943,0.30761764,2.082029082,-0.362604448,0.107453039,1.9331364,0.772682793,0.818405586,1.906866269,-0.311227295,0,0.1,5.884
SrSnO3,1.404566667,1,0,-0.6900069,-1.015971135,0.589997585,-0.057643657,0.519608239,-0.651013436,-0.736549379,0.523045012,-0.400837566,0.629345787,-0.331005864,-0.13629373,0.046063224,-0.362604448,-0.799375828,1.138429587,0.703138185,0.961383845,-0.456998715,-0.302196849,0,0.1,1.404566667
NbCuTe2,0,1,0,0.862040448,-0.271105463,-0.800364365,0.673823301,-0.710517486,0.270446126,-0.142880151,-0.718996221,1.817259658,-1.317701517,0.746288514,0.458639033,-0.847775446,-0.362604448,0.883540444,-1.120808354,-0.528242208,-0.97046872,-0.622539408,0.772523948,0,0.1,0
HgPd,0,1,0,2.352711786,1.124873771,-0.752497919,0.954051311,-0.131700571,-0.009576026,-0.222036048,-0.128480571,2.329128248,-1.317701517,-0.222834726,0.424315989,-0.723631187,-0.362604448,0.755269387,-1.461396989,0.68407508,-0.971297327,-0.531606808,-0.964982831,0,0.1,0
Cs2O,0.9657,1,0,-0.897481053,-1.117621776,0.444721989,2.400698472,-1.189502056,-0.830974339,-1.092750916,-1.182955215,-1.083329019,-0.23600857,-1.572291559,-0.982928816,-0.822946594,-0.362604448,-0.979525402,1.320076858,1.357916666,0.112886206,-0.425880125,-0.271444516,0,0.1,0.9657
Ba(FeO2)2,0,1,0,-0.474809337,-0.59268845,0.608995163,-0.27772016,0.517788475,0.069896928,0.529944974,0.52562551,-0.498336345,0.536629249,-0.409710864,-0.685462434,0.492982558,-0.362604448,-0.143605318,1.206547314,-0.090598379,0.868664451,-0.241464222,-0.231947643,0,0.1,0
Ca3(AlAs2)2,1.11855,1,0,-0.218174566,0.707053008,-0.807441894,1.024307906,-0.910371252,-0.523157396,-0.578237585,-0.909917768,0.433318655,-1.317701517,0.404312079,-0.387996053,-0.525000371,-0.362604448,-0.444777616,-0.34880745,0.301990524,-0.9699109,-0.566551454,-1.518199392,0,0.1,1.11855
